concept_id,term,term_type,context
CF-410501,Environmental biogeochemistry,search_phrase,Canonical ANZSRC field phrase
CF-410501,Pollution and contamination,broader,Immediate ANZSRC broader research group
CF-410502,Noise and wave pollution processes and measurement,search_phrase,Canonical ANZSRC field phrase
CF-410502,Pollution and contamination,broader,Immediate ANZSRC broader research group
CF-410503,Groundwater quality processes and contaminated land assessment,search_phrase,Canonical ANZSRC field phrase
CF-410503,Pollution and contamination,broader,Immediate ANZSRC broader research group
CF-410504,Surface water quality processes and contaminated sediment assessment,search_phrase,Canonical ANZSRC field phrase
CF-410504,Pollution and contamination,broader,Immediate ANZSRC broader research group
CF-410599,Pollution and contamination not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-410599,Pollution and contamination,broader,Immediate ANZSRC broader research group
CF-410601,Land capability and soil productivity,search_phrase,Canonical ANZSRC field phrase
CF-410601,Soil sciences,broader,Immediate ANZSRC broader research group
CF-410602,Pedology and pedometrics,search_phrase,Canonical ANZSRC field phrase
CF-410602,Soil sciences,broader,Immediate ANZSRC broader research group
CF-410603,Soil biology,search_phrase,Canonical ANZSRC field phrase
CF-410603,Soil sciences,broader,Immediate ANZSRC broader research group
CF-410604,Soil chemistry and soil carbon sequestration (excl. carbon sequestration science),search_phrase,Canonical ANZSRC field phrase
CF-410604,Soil sciences,broader,Immediate ANZSRC broader research group
CF-410605,Soil physics,search_phrase,Canonical ANZSRC field phrase
CF-410605,Soil sciences,broader,Immediate ANZSRC broader research group
CF-410699,Soil sciences not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-410699,Soil sciences,broader,Immediate ANZSRC broader research group
CF-419999,Other environmental sciences not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-419999,Other environmental sciences,broader,Immediate ANZSRC broader research group
CF-420101,Arts therapy,search_phrase,Canonical ANZSRC field phrase
CF-420101,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420102,Audiology,search_phrase,Canonical ANZSRC field phrase
CF-420102,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420103,Music therapy,search_phrase,Canonical ANZSRC field phrase
CF-420103,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420104,Occupational therapy,search_phrase,Canonical ANZSRC field phrase
CF-420104,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420105,Orthoptics,search_phrase,Canonical ANZSRC field phrase
CF-420105,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420106,Physiotherapy,search_phrase,Canonical ANZSRC field phrase
CF-420106,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420107,Podiatry,search_phrase,Canonical ANZSRC field phrase
CF-420107,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420108,Prosthetics and orthotics,search_phrase,Canonical ANZSRC field phrase
CF-420108,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420109,Rehabilitation,search_phrase,Canonical ANZSRC field phrase
CF-420109,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420110,Speech pathology,search_phrase,Canonical ANZSRC field phrase
CF-420110,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420199,Allied health and rehabilitation science not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-420199,Allied health and rehabilitation science,broader,Immediate ANZSRC broader research group
CF-420201,Behavioural epidemiology,search_phrase,Canonical ANZSRC field phrase
CF-420201,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420202,Disease surveillance,search_phrase,Canonical ANZSRC field phrase
CF-420202,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420203,Environmental epidemiology,search_phrase,Canonical ANZSRC field phrase
CF-420203,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420204,Epidemiological methods,search_phrase,Canonical ANZSRC field phrase
CF-420204,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420205,Epidemiological modelling,search_phrase,Canonical ANZSRC field phrase
CF-420205,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420206,Forensic epidemiology,search_phrase,Canonical ANZSRC field phrase
CF-420206,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420207,Major global burdens of disease,search_phrase,Canonical ANZSRC field phrase
CF-420207,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420208,Nutritional epidemiology,search_phrase,Canonical ANZSRC field phrase
CF-420208,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420209,Occupational epidemiology,search_phrase,Canonical ANZSRC field phrase
CF-420209,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420210,Social epidemiology,search_phrase,Canonical ANZSRC field phrase
CF-420210,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420299,Epidemiology not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-420299,Epidemiology,broader,Immediate ANZSRC broader research group
CF-420301,Aged health care,search_phrase,Canonical ANZSRC field phrase
CF-420301,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420302,Digital health,search_phrase,Canonical ANZSRC field phrase
CF-420302,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420303,Family care,search_phrase,Canonical ANZSRC field phrase
CF-420303,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420304,General practice,search_phrase,Canonical ANZSRC field phrase
CF-420304,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420305,Health and community services,search_phrase,Canonical ANZSRC field phrase
CF-420305,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420306,Health care administration,search_phrase,Canonical ANZSRC field phrase
CF-420306,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420307,Health counselling,search_phrase,Canonical ANZSRC field phrase
CF-420307,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420308,Health informatics and information systems,search_phrase,Canonical ANZSRC field phrase
CF-420308,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420309,Health management,search_phrase,Canonical ANZSRC field phrase
CF-420309,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420310,Health surveillance,search_phrase,Canonical ANZSRC field phrase
CF-420310,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420311,Health systems,search_phrase,Canonical ANZSRC field phrase
CF-420311,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420312,Implementation science and evaluation,search_phrase,Canonical ANZSRC field phrase
CF-420312,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420313,Mental health services,search_phrase,Canonical ANZSRC field phrase
CF-420313,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420314,Multimorbidity,search_phrase,Canonical ANZSRC field phrase
CF-420314,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420315,One health,search_phrase,Canonical ANZSRC field phrase
CF-420315,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420316,Palliative care,search_phrase,Canonical ANZSRC field phrase
CF-420316,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420317,Patient safety,search_phrase,Canonical ANZSRC field phrase
CF-420317,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420318,People with disability,search_phrase,Canonical ANZSRC field phrase
CF-420318,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420319,Primary health care,search_phrase,Canonical ANZSRC field phrase
CF-420319,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420320,Residential client care,search_phrase,Canonical ANZSRC field phrase
CF-420320,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420321,Rural and remote health services,search_phrase,Canonical ANZSRC field phrase
CF-420321,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420399,Health services and systems not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-420399,Health services and systems,broader,Immediate ANZSRC broader research group
CF-420401,Clinical midwifery,search_phrase,Canonical ANZSRC field phrase
CF-420401,Midwifery,broader,Immediate ANZSRC broader research group
CF-420402,Models of care and place of birth,search_phrase,Canonical ANZSRC field phrase
CF-420402,Midwifery,broader,Immediate ANZSRC broader research group
CF-420403,Psychosocial aspects of childbirth and perinatal mental health,search_phrase,Canonical ANZSRC field phrase
CF-420403,Midwifery,broader,Immediate ANZSRC broader research group
CF-420499,Midwifery not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-420499,Midwifery,broader,Immediate ANZSRC broader research group
CF-420501,Acute care,search_phrase,Canonical ANZSRC field phrase
CF-420501,Nursing,broader,Immediate ANZSRC broader research group
CF-420502,Aged care nursing,search_phrase,Canonical ANZSRC field phrase
CF-420502,Nursing,broader,Immediate ANZSRC broader research group
CF-420503,Community and primary care,search_phrase,Canonical ANZSRC field phrase
CF-420503,Nursing,broader,Immediate ANZSRC broader research group
CF-420504,Mental health nursing,search_phrase,Canonical ANZSRC field phrase
CF-420504,Nursing,broader,Immediate ANZSRC broader research group
CF-420505,Nursing workforce,search_phrase,Canonical ANZSRC field phrase
CF-420505,Nursing,broader,Immediate ANZSRC broader research group
CF-420506,Sub-acute care,search_phrase,Canonical ANZSRC field phrase
CF-420506,Nursing,broader,Immediate ANZSRC broader research group
CF-420599,Nursing not elsewhere classified,search_phrase,Canonical ANZSRC field phrase
CF-420599,Nursing,broader,Immediate ANZSRC broader research group
CF-420601,Community child health,search_phrase,Canonical ANZSRC field phrase
CF-420601,Public health,broader,Immediate ANZSRC broader research group
CF-420602,Health equity,search_phrase,Canonical ANZSRC field phrase
CF-420602,Public health,broader,Immediate ANZSRC broader research group
CF-420603,Health promotion,search_phrase,Canonical ANZSRC field phrase
CF-420603,Public health,broader,Immediate ANZSRC broader research group
CF-420604,Injury prevention,search_phrase,Canonical ANZSRC field phrase
CF-420604,Public health,broader,Immediate ANZSRC broader research group
CF-420605,Preventative health care,search_phrase,Canonical ANZSRC field phrase
CF-420605,Public health,broader,Immediate ANZSRC broader research group
CF-420606,Social determinants of health,search_phrase,Canonical ANZSRC field phrase
CF-420606,Public health,broader,Immediate ANZSRC broader research group
